member_name,member_start_date,member_end_date,political_party,administrative_region,gender,name
στεφανιδης σοφοκλη μιχαηλ,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,ευβοιας,male,mixail_stefanidis
στεφανοπουλος βασιλειου θεοδωρος-στεφανος,1989-06-18,1989-10-12,νεα δημοκρατια,ηλειας,male,theodoros-stefanos_stefanopoulos
στεφανοπουλος βασιλειου θεοδωρος-στεφανος,1989-11-05,1990-03-12,νεα δημοκρατια,ηλειας,male,theodoros-stefanos_stefanopoulos
στεφανοπουλος βασιλειου θεοδωρος-στεφανος,1993-09-07,1993-09-11,ανεξαρτητοι (εκτος κομματος),ηλειας,male,theodoros-stefanos_stefanopoulos
στεφανοπουλος βασιλειου θεοδωρος-στεφανος,1990-04-08,1993-09-06,νεα δημοκρατια,ηλειας,male,theodoros-stefanos_stefanopoulos
στεφανοπουλος βασιλειου θεοδωρος-στεφανος,1993-10-10,1996-08-24,πολιτικη ανοιξη,β' αθηνων,male,theodoros-stefanos_stefanopoulos
στεφανοπουλος δημητριου κωνσταντινος,1989-01-01,1989-06-02,νεα δημοκρατια,αχαιας,male,konstantinos_stefanopoulos
στεφανοπουλος δημητριου κωνσταντινος,1989-06-18,1989-10-12,δημοκρατικη ανανεωση,α' αθηνων,male,konstantinos_stefanopoulos
στεφος θεοδωρου ιωαννης,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,ιωαννινων,male,ioannis_stefos
στεφος θεοδωρου ιωαννης,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,ιωαννινων,male,ioannis_stefos
στεφος θεοδωρου ιωαννης,2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,ιωαννινων,male,ioannis_stefos
στιγκας αθανασιου βασιλειος,2023-06-25,2023-11-13,σπαρτιατες,β3' νοτιου τομεα αθηνων,male,basileios_stigkas
στογιαννιδης κωνσταντινου γρηγοριος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,ξανθης,male,grigorios_stogiannidis
στολιδης δημητριου σωτηριος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,ξανθης,male,sotirios_stolidis
στολτιδης δημητριου λεωνιδας,2019-07-07,2023-04-22,κομμουνιστικο κομμα ελλαδας,β' θεσσαλονικης,male,leonidas_stoltidis
στολτιδης δημητριου λεωνιδας,2023-05-21,2023-05-29,κομμουνιστικο κομμα ελλαδας,β' θεσσαλονικης,male,leonidas_stoltidis
στολτιδης δημητριου λεωνιδας,2023-06-25,2023-11-13,κομμουνιστικο κομμα ελλαδας,β' θεσσαλονικης,male,leonidas_stoltidis
στρατακης σοφοκλη εμμανουηλ,1996-09-22,1997-09-26,πανελληνιο σοσιαλιστικο κινημα,ηρακλειου,male,emmanouil_stratakis
στρατακης σοφοκλη εμμανουηλ,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,ηρακλειου,male,emmanouil_stratakis
στρατακης σοφοκλη εμμανουηλ,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,ηρακλειου,male,emmanouil_stratakis
στρατακης σοφοκλη εμμανουηλ,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,ηρακλειου,male,emmanouil_stratakis
στρατακης σοφοκλη εμμανουηλ,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,ηρακλειου,male,emmanouil_stratakis
αχτσιογλου θεμιστοκλη ευτυχια (εφη),2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,επικρατειας,female,eutuxia_axtsioglou
αχτσιογλου θεμιστοκλη ευτυχια (εφη),2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,β2' δυτικου τομεα αθηνων,female,eutuxia_axtsioglou
αχτσιογλου θεμιστοκλη ευτυχια (εφη),2023-06-25,2023-11-13,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,β2' δυτικου τομεα αθηνων,female,eutuxia_axtsioglou
στρατηλατης κωνσταντινου νικολαος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,καβαλας,male,nikolaos_stratilatis
στρατουλης ιωαννη δημητριος,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male,dimitrios_stratoulis
στρατουλης ιωαννη δημητριος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male,dimitrios_stratoulis
στρατουλης ιωαννη δημητριος,2015-08-21,2015-08-28,λαικη ενοτητα,β' αθηνων,male,dimitrios_stratoulis
στρατουλης ιωαννη δημητριος,2015-01-25,2015-08-20,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male,dimitrios_stratoulis
στριφταρης δημητριου σπυριδων,1989-06-18,1989-10-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,αιτωλοακαρνανιας,male,spuridon_striftaris
στριφταρης δημητριου σπυριδων,1993-10-10,1996-08-24,κομμουνιστικο κομμα ελλαδας,αιτωλοακαρνανιας,male,spuridon_striftaris
στριφταρης δημητριου σπυριδων,2000-04-09,2004-02-11,κομμουνιστικο κομμα ελλαδας,αιτωλοακαρνανιας,male,spuridon_striftaris
στυλιανιδης μελη χρηστος,2023-05-21,2023-05-29,νεα δημοκρατια,επικρατειας,male,xristos_stulianidis
στυλιανιδης μελη χρηστος,2023-06-25,2023-11-13,νεα δημοκρατια,επικρατειας,male,xristos_stulianidis
στυλιανιδης στυλιανου ευριπιδης,2000-04-09,2004-02-11,νεα δημοκρατια,ροδοπης,male,euripidis_stulianidis
στυλιανιδης στυλιανου ευριπιδης,2004-03-07,2007-08-18,νεα δημοκρατια,ροδοπης,male,euripidis_stulianidis
στυλιανιδης στυλιανου ευριπιδης,2007-09-16,2009-09-07,νεα δημοκρατια,ροδοπης,male,euripidis_stulianidis
στυλιανιδης στυλιανου ευριπιδης,2009-10-04,2012-04-11,νεα δημοκρατια,ροδοπης,male,euripidis_stulianidis
στυλιανιδης στυλιανου ευριπιδης,2012-05-06,2012-05-19,νεα δημοκρατια,ροδοπης,male,euripidis_stulianidis
στυλιανιδης στυλιανου ευριπιδης,2012-06-17,2014-12-31,νεα δημοκρατια,ροδοπης,male,euripidis_stulianidis
στυλιανιδης στυλιανου ευριπιδης,2015-01-25,2015-08-28,νεα δημοκρατια,ροδοπης,male,euripidis_stulianidis
στυλιανιδης στυλιανου ευριπιδης,2019-07-07,2023-04-22,νεα δημοκρατια,ροδοπης,male,euripidis_stulianidis
στυλιανιδης στυλιανου ευριπιδης,2023-05-21,2023-05-29,νεα δημοκρατια,ροδοπης,male,euripidis_stulianidis
στυλιανιδης στυλιανου ευριπιδης,2023-06-25,2023-11-13,νεα δημοκρατια,ροδοπης,male,euripidis_stulianidis
στυλιος δημοσθενη γεωργιος,2012-05-06,2012-05-19,νεα δημοκρατια,αρτας,male,georgios_stulios
στυλιος δημοσθενη γεωργιος,2012-06-17,2014-12-31,νεα δημοκρατια,αρτας,male,georgios_stulios
στυλιος δημοσθενη γεωργιος,2015-01-25,2015-08-28,νεα δημοκρατια,αρτας,male,georgios_stulios
στυλιος δημοσθενη γεωργιος,2015-09-20,2019-06-11,νεα δημοκρατια,αρτας,male,georgios_stulios
στυλιος δημοσθενη γεωργιος,2019-07-07,2023-04-22,νεα δημοκρατια,αρτας,male,georgios_stulios
στυλιος δημοσθενη γεωργιος,2023-05-21,2023-05-29,νεα δημοκρατια,αρτας,male,georgios_stulios
στυλιος δημοσθενη γεωργιος,2023-06-25,2023-11-13,νεα δημοκρατια,αρτας,male,georgios_stulios
συνοδινου ιωαννη αννα,1989-01-01,1989-03-01,νεα δημοκρατια,α' αθηνων,female,anna_sunodinou
συνοδινου ιωαννη αννα,1989-06-18,1989-10-12,νεα δημοκρατια,α' αθηνων,female,anna_sunodinou
συνοδινου ιωαννη αννα,1989-11-05,1990-03-03,νεα δημοκρατια,α' αθηνων,female,anna_sunodinou
συντυχακης δανιηλ εμμανουηλ,2012-05-06,2012-05-19,κομμουνιστικο κομμα ελλαδας,ηρακλειου,male,emmanouil_suntuxakis
συντυχακης δανιηλ εμμανουηλ,2015-01-25,2015-08-28,κομμουνιστικο κομμα ελλαδας,ηρακλειου,male,emmanouil_suntuxakis
συντυχακης δανιηλ εμμανουηλ,2015-09-20,2019-06-11,κομμουνιστικο κομμα ελλαδας,ηρακλειου,male,emmanouil_suntuxakis
συντυχακης δανιηλ εμμανουηλ,2019-07-07,2023-04-22,κομμουνιστικο κομμα ελλαδας,ηρακλειου,male,emmanouil_suntuxakis
συντυχακης δανιηλ εμμανουηλ,2023-05-21,2023-05-29,κομμουνιστικο κομμα ελλαδας,ηρακλειου,male,emmanouil_suntuxakis
συντυχακης δανιηλ εμμανουηλ,2023-06-25,2023-11-13,κομμουνιστικο κομμα ελλαδας,ηρακλειου,male,emmanouil_suntuxakis
συρεγγελα κωνσταντινου μαρια,2023-05-21,2023-05-29,νεα δημοκρατια,β2' δυτικου τομεα αθηνων,female,maria_sureggela
συρεγγελα κωνσταντινου μαρια,2023-06-25,2023-11-13,νεα δημοκρατια,β2' δυτικου τομεα αθηνων,female,maria_sureggela
βαγενα-κηλαηδονη γεωργιου αννα,2012-02-13,2012-04-11,ανεξαρτητοι (εκτος κομματος),α' αθηνων,female,anna_bagena-kilaidoni
βαγενα-κηλαηδονη γεωργιου αννα,2012-02-12,2012-02-12,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,female,anna_bagena-kilaidoni
βαγενα-κηλαηδονη γεωργιου αννα,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,λαρισας,female,anna_bagena-kilaidoni
βαγενα-κηλαηδονη γεωργιου αννα,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,λαρισας,female,anna_bagena-kilaidoni
βαγενα-κηλαηδονη γεωργιου αννα,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,λαρισας,female,anna_bagena-kilaidoni
συριγος δημητριου αντωνιος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,κυκλαδων,male,antonios_surigos
συριγος δημητριου αντωνιος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,κυκλαδων,male,antonios_surigos
συριγος ματθαιου ευαγγελος (αγγελος),2019-07-07,2023-04-22,νεα δημοκρατια,α' αθηνων,male,euaggelos_surigos
συριγος ματθαιου ευαγγελος (αγγελος),2023-05-21,2023-05-29,νεα δημοκρατια,α' αθηνων,male,euaggelos_surigos
συριγος ματθαιου ευαγγελος (αγγελος),2023-06-25,2023-11-13,νεα δημοκρατια,α' αθηνων,male,euaggelos_surigos
συρμαλενιος ευαγγελου νικολαος,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,κυκλαδων,male,nikolaos_surmalenios
συρμαλενιος ευαγγελου νικολαος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,κυκλαδων,male,nikolaos_surmalenios
συρμαλενιος ευαγγελου νικολαος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,κυκλαδων,male,nikolaos_surmalenios
συρμαλενιος ευαγγελου νικολαος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,κυκλαδων,male,nikolaos_surmalenios
