member_name,role,role_start_date,role_end_date,gender,name
βυρωνας πολυδωρας,υφυπουργος εθνικης παιδειας και θρησκευματων,07/08/1992,03/12/1992,male,buronas_poludoras
βυρωνας πολυδωρας,υπουργος δημοσιας ταξης,15/02/2006,19/09/2007,male,buronas_poludoras
γαβριηλ σακελλαριδης,υφυπουργος στον πρωθυπουργο,27/01/2015,18/07/2015,male,gabriil_sakellaridis
γερασιμος αρσενης,υπουργος εθνικης αμυνας,13/10/1993,22/01/1996,male,gerasimos_arsenis
γερασιμος αρσενης,υπουργος εθνικης αμυνας,22/01/1996,25/09/1996,male,gerasimos_arsenis
γερασιμος αρσενης,υπουργος εθνικης παιδειας και θρησκευματων,25/09/1996,13/04/2000,male,gerasimos_arsenis
γερασιμος γιακουματου,υφυπουργος απασχολησης και κοινωνικης προστασιας,10/03/2004,19/09/2007,male,gerasimos_giakoumatou
γερασιμος γιακουματου,υφυπουργος αναπτυξης και ανταγωνιστικοτητας,10/06/2014,27/01/2015,male,gerasimos_giakoumatou
γερασιμος θωμας,υφυπουργος περιβαλλοντος και ενεργειας,09/07/2019,01/08/2020,male,gerasimos_thomas
γεωργιος αγαπητος,υπουργος οικονομικων,12/10/1989,23/11/1989,male,georgios_agapitos
γεωργιος αγαπητος,υπουργος οικονομικων,13/02/1990,11/04/1990,male,georgios_agapitos
γεωργιος αδαμοπουλος,υφυπουργος εργασιας,08/07/1994,15/09/1995,male,georgios_adamopoulos
γεωργιος αδαμοπουλος,υφυπουργος εργασιας και κοινωνικων ασφαλισεων,15/09/1995,22/01/1996,male,georgios_adamopoulos
γεωργιος αλογοσκουφης,υπουργος οικονομιας και οικονομικων,10/03/2004,19/09/2007,male,georgios_alogoskoufis
γεωργιος αλογοσκουφης,υπουργος οικονομιας και οικονομικων,19/09/2007,07/01/2009,male,georgios_alogoskoufis
γεωργιος αμυρας,υφυπουργος περιβαλλοντος και ενεργειας,05/01/2021,26/05/2023,male,georgios_amuras
γεωργιος ανωμεριτης,αναπληρωτης υπουργος εθνικης οικονομιας,15/09/1995,22/01/1996,male,georgios_anomeritis
γεωργιος ανωμεριτης,υφυπουργος οικονομικων,22/01/1996,25/09/1996,male,georgios_anomeritis
γεωργιος ανωμεριτης,υπουργος γεωργιας,30/10/1998,13/04/2000,male,georgios_anomeritis
γεωργιος ανωμεριτης,υπουργος εμπορικης ναυτιλιας,24/10/2001,07/07/2003,male,georgios_anomeritis
γεωργιος ανωμεριτης,υπουργος γεωργιας,13/04/2000,24/10/2001,male,georgios_anomeritis
γεωργιος βασιλειαδης,υφυπουργος πολιτισμου και αθλητισμου,05/11/2016,09/07/2019,male,georgios_basileiadis
γεωργιος βερνικος,υφυπουργος ναυτιλιας,21/06/2012,05/07/2012,male,georgios_bernikos
γεωργιος βλαχος,υφυπουργος αναπτυξης,19/09/2007,07/10/2009,male,georgios_blaxos
γεωργιος βουλγαρακης,υφυπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,03/12/1992,13/10/1993,male,georgios_boulgarakis
γεωργιος βουλγαρακης,υπουργος δημοσιας ταξης,10/03/2004,15/02/2006,male,georgios_boulgarakis
γεωργιος βουλγαρακης,υπουργος πολιτισμου,15/02/2006,19/09/2007,male,georgios_boulgarakis
γεωργιος βουλγαρακης,υπουργος εμπορικης ναυτιλιας αιγαιου και νησιωτικης πολιτικης,19/09/2007,13/09/2008,male,georgios_boulgarakis
γεωργιος γεννηματας,υπουργος εθνικης οικονομιας,23/11/1989,13/02/1990,male,georgios_gennimatas
γεωργιος γεννηματας,υπουργος εθνικης οικονομιας,13/10/1993,25/04/1994,male,georgios_gennimatas
γεωργιος γεννηματας,υπουργος οικονομικων,13/10/1993,25/02/1994,male,georgios_gennimatas
γεωργιος γεραπετριτης,υπουργος επικρατειας,09/07/2019,26/05/2023,male,georgios_gerapetritis
γεωργιος γεωργαντας,υφυπουργος παιδειας και θρησκευματων,12/11/2014,27/01/2015,male,georgios_georgantas
γεωργιος γεωργαντας,υφυπουργος ψηφιακης διακυβερνησης,09/07/2019,07/02/2022,male,georgios_georgantas
γεωργιος γεωργαντας,υπουργος αγροτικης αναπτυξης και τροφιμων,07/02/2022,26/05/2023,male,georgios_georgantas
γεωργιος γεωργιου,αναπληρωτης υπουργος εθνικης αμυνας,11/11/2011,14/02/2012,male,georgios_georgiou
γεωργιος δασκαλακης,αναπληρωτης υπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,15/09/1995,22/01/1996,male,georgios_daskalakis
γεωργιος δασκαλακης,υφυπουργος εσωτερικων,13/10/1993,08/07/1994,male,georgios_daskalakis
γεωργιος δασκαλακης,αναπληρωτης υπουργος εσωτερικων,08/07/1994,15/09/1995,male,georgios_daskalakis
γεωργιος δασκαλακης,υφυπουργος μεταφορων και επικοινωνιων,22/01/1996,25/09/1996,male,georgios_daskalakis
γεωργιος δημαρας,υφυπουργος περιβαλλοντος και ενεργειας,29/08/2018,09/07/2019,male,georgios_dimaras
γεωργιος δρυς,υφυπουργος οικονομικων,22/01/1996,25/09/1996,male,georgios_drus
γεωργιος δρυς,υφυπουργος οικονομικων,25/09/1996,13/04/2000,male,georgios_drus
γεωργιος δρυς,υπουργος γεωργιας,24/10/2001,10/03/2004,male,georgios_drus
γεωργιος δρυς,υφυπουργος οικονομικων,13/04/2000,24/10/2001,male,georgios_drus
γεωργιος ζαββος,υφυπουργος οικονομικων,09/07/2019,31/08/2021,male,georgios_zabbos
γεωργιος θωμας,υφυπουργος εθνικης παιδειας και θρησκευματων,07/07/2003,10/03/2004,male,georgios_thomas
γεωργιος καλαντζης,υπουργος μακεδονιας-θρακης,15/02/2006,19/09/2007,male,georgios_kalantzis
γεωργιος καλος,υφυπουργος εθνικης παιδειας και θρησκευματων,10/03/2004,19/09/2007,male,georgios_kalos
γεωργιος καραγιαννης,υφυπουργος υποδομων και μεταφορων,31/08/2021,26/05/2023,male,georgios_karagiannis
γεωργιος καρασμανης,υπουργος αγροτικης αναπτυξης και τροφιμων,10/06/2014,27/01/2015,male,georgios_karasmanis
γεωργιος κατρουγκαλος,αναπληρωτης υπουργος εσωτερικων και διοικητικης ανασυγκροτησης,27/01/2015,18/07/2015,male,georgios_katrougkalos
γεωργιος κατρουγκαλος,υπουργος εργασιας κοινωνικης ασφαλισης και κοινωνικης αλληλεγγυης,18/07/2015,27/08/2015,male,georgios_katrougkalos
γεωργιος κατρουγκαλος,υπουργος εξωτερικων,15/02/2019,09/07/2019,male,georgios_katrougkalos
γεωργιος κατρουγκαλος,αναπληρωτης υπουργος εξωτερικων,05/11/2016,15/02/2019,male,georgios_katrougkalos
γεωργιος κατρουγκαλος,υπουργος εργασιας κοινωνικης ασφαλισης και κοινωνικης αλληλεγγυης,23/09/2015,05/11/2016,male,georgios_katrougkalos
γεωργιος κατσιφαρας,υπουργος εμπορικης ναυτιλιας,13/10/1993,22/01/1996,male,georgios_katsifaras
γεωργιος κοντογεωργης,υπουργος εθνικης οικονομιας,12/10/1989,23/11/1989,male,georgios_kontogeorgis
γεωργιος κοντογεωργης,υπουργος τουρισμου,12/10/1989,23/11/1989,male,georgios_kontogeorgis
γεωργιος κοντογεωργης,υπουργος εθνικης οικονομιας,13/02/1990,11/04/1990,male,georgios_kontogeorgis
γεωργιος κοντογεωργης,υπουργος τουρισμου,13/02/1990,11/04/1990,male,georgios_kontogeorgis
γεωργιος κοντογιαννης,υφυπουργος απασχολησης και κοινωνικης προστασιας,08/01/2009,07/10/2009,male,georgios_kontogiannis
γεωργιος κοντογιωργης,υφυπουργος προεδριας της κυβερνησης,14/09/1993,13/10/1993,male,georgios_kontogiorgis
γεωργιος κουβελακης,υπουργος δικαιοσυνης,13/10/1993,10/02/1995,male,georgios_koubelakis
γεωργιος κουμαντος,υπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,20/03/2000,13/04/2000,male,georgios_koumantos
γεωργιος κουμεντακης,υπουργος πολιτισμου και αθλητισμου,26/05/2023,07/06/2023,male,georgios_koumentakis
γεωργιος κουμουτσακος,αναπληρωτης υπουργος μεταναστευσης και ασυλου,15/01/2020,05/01/2021,male,georgios_koumoutsakos
γεωργιος κουμουτσακος,αναπληρωτης υπουργος προστασιας του πολιτη,09/07/2019,15/01/2020,male,georgios_koumoutsakos
γεωργιος κουτρουμανης,υφυπουργος εργασιας και κοινωνικης ασφαλισης,07/10/2009,07/09/2010,male,georgios_koutroumanis
γεωργιος κουτρουμανης,υπουργος εργασιας και κοινωνικης ασφαλισης,17/06/2011,11/11/2011,male,georgios_koutroumanis
γεωργιος κουτρουμανης,αναπληρωτης υπουργος εργασιας και κοινωνικης ασφαλισης,07/09/2010,17/06/2011,male,georgios_koutroumanis
γεωργιος κουτρουμανης,υπουργος εργασιας και κοινωνικης ασφαλισης,11/11/2011,17/05/2012,male,georgios_koutroumanis
γεωργιος κωνσταντοπουλος,υφυπουργος υγειας και κοινωνικης αλληλεγγυης,10/03/2004,19/09/2007,male,georgios_konstantopoulos
γεωργιος κωνσταντοπουλος,υφυπουργος υγειας και κοινωνικης αλληλεγγυης,19/09/2007,07/01/2009,male,georgios_konstantopoulos
γεωργιος κωτσηρας,υφυπουργος δικαιοσυνης,05/01/2021,26/05/2023,male,georgios_kotsiras
