date,event,member_name,member_role,gov_date_from,gov_date_to,gov_name
1990-04-11,διορισμος,αριστειδη καλαντζακου,υπουργου εργασιας,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,μαριεττας γιαννακου,"υπουργου υγειας, προνοιας και κοινωνικων ασφαλισεων",1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,αθανασιου κανελλοπουλου,υπουργου δικαιοσυνης,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,βασιλειου κοντογιαννοπουλου,υπουργου εθνικης παιδειας και θρησκευματων,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,τζαννη τζαννετακη,υπουργου πολιτισμου,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,ιωαννη βασιλειαδη,υπουργου δημοσιας ταξης,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,γεωργιου τζιτζικωστα,υπουργου μακεδονιας-θρακης,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,γεωργιου μισαηλιδη,υπουργου αιγαιου,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,στεφανου μανου,"υπουργου περιβαλλοντος, χωροταξιας και δημοσιων εργων",1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,σταυρου δημα,"υπουργου βιομηχανιας, ενεργειας και τεχνολογιας",1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,αθανασιου ξαρχα,υπουργου εμποριου,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,νικολαου γκελεσταθη,υπουργου μεταφορων και επικοινωνιων,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,κωνσταντινου μητσοτακη,υπουργου εμπορικης ναυτιλιας,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,ευθυμιου χριστοδουλου,αναπληρωτη υπουργου εξωτερικων,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,αλεξανδρου παπαδογγονα,αναπληρωτη υπουργου εθνικης αμυνας,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,γεωργιου σουρλα,"αναπληρωτη υπουργου υγειας, προνοιας και κοινωνικων ασφαλισεων",1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,αννας ψαρουδα-μπενακη,αναπληρωτη υπουργου πολιτισμου,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,αχιλλεα καραμανλη,"αναπληρωτη υπουργου περιβαλλοντος, χωροταξιας και δημοσιων εργων",1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,σωτηριου χατζηγακη,αναπληρωτη υπουργου εμποριου,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,μιχαηλ (μικη) θεοδωρακη,υπουργου χωρις χαρτοφυλακιο,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,βυρωνα πολυδωρα,υφυπουργου προεδριας της κυβερνησης,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,νικολαου κλειτου,υφυπουργου εσωτερικων,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,αριστειδη τσιπλακου,υφυπουργου εθνικης οικονομιας,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,γεωργιου παπασταμκου,υφυπουργου εθνικης οικονομιας,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,παναγιωτη δελημητσου,υφυπουργου οικονομικων,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,βασιλειου μπεκιρη,υφυπουργου εθνικης παιδειας και θρησκευματων,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,καλλιοπης (κελλυ) μπουρδαρα,υφυπουργου εθνικης παιδειας και θρησκευματων,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,φανης παλλη-πετραλια,υφυπουργου πολιτισμου,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,βασιλειου μαντζωρη,"υφυπουργου βιομηχανιας, ενεργειας και τεχνολογιας",1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,αποστολου κρατσα,υφυπουργου μεταφορων και επικοινωνιων,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-11,διορισμος,αριστοτελη παυλιδη,υφυπουργου οικονομικων,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-04-12,διορισμος,παναγιωτη χατζηνικολαου,αναπληρωτη υπουργου γεωργιας,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-05-24,παραιτηση,γεωργιου σουφλια,υπουργου τουρισμου,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-05-24,παραιτηση,αριστοτελη παυλιδη,υφυπουργου οικονομικων,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-05-24,διορισμος,ιωαννη κεφαλλογιαννη,υπουργου τουρισμου και υπουργου χωρις χαρτοφυλακιο,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-05-24,διορισμος,αριστοτελη παυλιδη,αναπληρωτη υπουργου εμπορικης ναυτιλιας,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-10-01,παραιτηση,κωνσταντινου μητσοτακη,υπουργου εμπορικης ναυτιλιας,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-10-01,παραιτηση,γεωργιου σουφλια,υπουργου εθνικης οικονομιας,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-10-01,παραιτηση,ευθυμιου χριστοδουλου,αναπληρωτη υπουργου εξωτερικων,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-10-01,παραιτηση,αριστοτελη παυλιδη,αναπληρωτη υπουργου εμπορικης ναυτιλιας,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-10-01,διορισμος,κωνσταντινου μητσοτακη,υπουργου εθνικης οικονομιας,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-10-01,διορισμος,αριστοτελη παυλιδη,υπουργου εμπορικης ναυτιλιας,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-10-01,διορισμος,γεωργιου παπουλια,αναπληρωτη υπουργου εξωτερικων,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-10-01,διορισμος,ευθυμιου χριστοδουλου,αναπληρωτη υπουργου εθνικης οικονομιας,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-10-01,διορισμος,θεοδωρας μπακογιαννη,υφυπουργου στον πρωθυπουργο,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-12-28,παραιτηση,γεωργιου παπουλια,αναπληρωτη υπουργου εξωτερικων,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-12-28,παραιτηση,γεωργιου παπασταμκου,υφυπουργου εθνικης οικονομιας,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1990-12-28,διορισμος,γεωργιου παπασταμκου,υφυπουργου εξωτερικων,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1991-01-10,παραιτηση,βασιλειου κοντογιαννοπουλου,υπουργου εθνικης παιδειας και θρησκευματων,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1991-01-10,διορισμος,γεωργιου σουφλια,υπουργου εθνικης παιδειας και θρησκευματων,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1991-07-29,παραιτηση,σταυρου δημα,"υπουργου βιομηχανιας, ενεργειας και τεχνολογιας",1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1991-08-08,παραιτηση,τζαννη τζαννετακη,υπουργου πολιτισμου και αντιπροεδρου της κυβερνησης,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1991-08-08,παραιτηση,αθανασιου κανελλοπουλου,υπουργου δικαιοσυνης και αντιπροεδρου της κυβερνησης,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1991-08-08,παραιτηση,σωτηριου κουβελα,υπουργου εσωτερικων,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1991-08-08,παραιτηση,κωνσταντινου μητσοτακη,υπουργου εθνικης οικονομιας,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1991-08-08,παραιτηση,μιχαηλ παπακωνσταντινου,υπουργου γεωργιας,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1991-08-08,παραιτηση,μαριεττας γιαννακου,"υπουργου υγειας, προνοιας και κοινωνικων ασφαλισεων",1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1991-08-08,παραιτηση,ιωαννη βασιλειαδη,υπουργου δημοσιας ταξης,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1991-08-08,παραιτηση,γεωργιου τζιτζικωστα,υπουργου μακεδονιας θρακης,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1991-08-08,παραιτηση,γεωργιου μισαηλιδη,υπουργου αιγαιου,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1991-08-08,παραιτηση,στεφανου μανου,"υπουργου περιβαλλοντος, χωροταξιας και δημοσιων εργων",1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
1991-08-08,παραιτηση,αθανασιου ξαρχα,υπουργου εμποριου,1990-04-11,1993-10-13,μητσοτακη κωνσταντινου
